,Tissue,nHVG,cl,SScore,res,cl_method
0,SIDM00890,n2000,2,0.3113412,,kmeans
1,SIDM00890,n2000,3,0.28333375,,kmeans
2,SIDM00890,n2000,4,0.21241868,,kmeans
3,SIDM00890,n2000,5,0.19643514,,kmeans
4,SIDM00890,n2000,6,0.21590036,,kmeans
5,SIDM00890,n2000,7,0.1704701,,kmeans
6,SIDM00890,n2000,8,0.21085471,,kmeans
7,SIDM00890,n2000,9,0.1702176,,kmeans
8,SIDM00890,n2000,10,0.12822929,,kmeans
9,SIDM00890,n2500,2,0.31046608,,kmeans
10,SIDM00890,n2500,3,0.28786328,,kmeans
11,SIDM00890,n2500,4,0.21792535,,kmeans
12,SIDM00890,n2500,5,0.21383084,,kmeans
13,SIDM00890,n2500,6,0.18050747,,kmeans
14,SIDM00890,n2500,7,0.22150871,,kmeans
15,SIDM00890,n2500,8,0.19855018,,kmeans
16,SIDM00890,n2500,9,0.17540132,,kmeans
17,SIDM00890,n2500,10,0.18626456,,kmeans
18,SIDM00890,n3000,2,0.3051115,,kmeans
19,SIDM00890,n3000,3,0.28551516,,kmeans
20,SIDM00890,n3000,4,0.22520155,,kmeans
21,SIDM00890,n3000,5,0.21751583,,kmeans
22,SIDM00890,n3000,6,0.21974255,,kmeans
23,SIDM00890,n3000,7,0.1781447,,kmeans
24,SIDM00890,n3000,8,0.19810025,,kmeans
25,SIDM00890,n3000,9,0.13214506,,kmeans
26,SIDM00890,n3000,10,0.16445783,,kmeans
27,SIDM00890,n3500,2,0.30662563,,kmeans
28,SIDM00890,n3500,3,0.28854457,,kmeans
29,SIDM00890,n3500,4,0.23106165,,kmeans
30,SIDM00890,n3500,5,0.21708004,,kmeans
31,SIDM00890,n3500,6,0.19506103,,kmeans
32,SIDM00890,n3500,7,0.17632557,,kmeans
33,SIDM00890,n3500,8,0.1950435,,kmeans
34,SIDM00890,n3500,9,0.19825827,,kmeans
35,SIDM00890,n3500,10,0.17740811,,kmeans
36,SIDM00890,n4000,2,0.29782364,,kmeans
37,SIDM00890,n4000,3,0.28395253,,kmeans
38,SIDM00890,n4000,4,0.24003777,,kmeans
39,SIDM00890,n4000,5,0.21664506,,kmeans
40,SIDM00890,n4000,6,0.188525,,kmeans
41,SIDM00890,n4000,7,0.20205262,,kmeans
42,SIDM00890,n4000,8,0.19620135,,kmeans
43,SIDM00890,n4000,9,0.18622164,,kmeans
44,SIDM00890,n4000,10,0.1955566,,kmeans
45,SIDM00890,n4500,2,0.29588202,,kmeans
46,SIDM00890,n4500,3,0.28216064,,kmeans
47,SIDM00890,n4500,4,0.24894272,,kmeans
48,SIDM00890,n4500,5,0.16672741,,kmeans
49,SIDM00890,n4500,6,0.17667829,,kmeans
50,SIDM00890,n4500,7,0.20869341,,kmeans
51,SIDM00890,n4500,8,0.19883823,,kmeans
52,SIDM00890,n4500,9,0.1826749,,kmeans
53,SIDM00890,n4500,10,0.18511225,,kmeans
54,SIDM00890,n5000,2,0.29183948,,kmeans
55,SIDM00890,n5000,3,0.2774864,,kmeans
56,SIDM00890,n5000,4,0.24816972,,kmeans
57,SIDM00890,n5000,5,0.21834664,,kmeans
58,SIDM00890,n5000,6,0.20609018,,kmeans
59,SIDM00890,n5000,7,0.19080308,,kmeans
60,SIDM00890,n5000,8,0.20940916,,kmeans
61,SIDM00890,n5000,9,0.16084482,,kmeans
62,SIDM00890,n5000,10,0.13395163,,kmeans
63,SIDM00890,n5500,2,0.2871186,,kmeans
64,SIDM00890,n5500,3,0.26977056,,kmeans
65,SIDM00890,n5500,4,0.24807918,,kmeans
66,SIDM00890,n5500,5,0.21844073,,kmeans
67,SIDM00890,n5500,6,0.1939124,,kmeans
68,SIDM00890,n5500,7,0.1748862,,kmeans
69,SIDM00890,n5500,8,0.19950096,,kmeans
70,SIDM00890,n5500,9,0.1407771,,kmeans
71,SIDM00890,n5500,10,0.18732719,,kmeans
72,SIDM00890,n6000,2,0.28812715,,kmeans
73,SIDM00890,n6000,3,0.27361524,,kmeans
74,SIDM00890,n6000,4,0.24116682,,kmeans
75,SIDM00890,n6000,5,0.2169297,,kmeans
76,SIDM00890,n6000,6,0.17950901,,kmeans
77,SIDM00890,n6000,7,0.18983728,,kmeans
78,SIDM00890,n6000,8,0.19527869,,kmeans
79,SIDM00890,n6000,9,0.18161118,,kmeans
80,SIDM00890,n6000,10,0.1682617,,kmeans
81,SIDM00890,n6500,2,0.28488353,,kmeans
82,SIDM00890,n6500,3,0.26984498,,kmeans
83,SIDM00890,n6500,4,0.24230781,,kmeans
84,SIDM00890,n6500,5,0.225679,,kmeans
85,SIDM00890,n6500,6,0.20779288,,kmeans
86,SIDM00890,n6500,7,0.17853819,,kmeans
87,SIDM00890,n6500,8,0.19685966,,kmeans
88,SIDM00890,n6500,9,0.16108736,,kmeans
89,SIDM00890,n6500,10,0.18307854,,kmeans
90,SIDM00890,n7000,2,0.2829329,,kmeans
91,SIDM00890,n7000,3,0.26751998,,kmeans
92,SIDM00890,n7000,4,0.24709764,,kmeans
93,SIDM00890,n7000,5,0.22348961,,kmeans
94,SIDM00890,n7000,6,0.20259945,,kmeans
95,SIDM00890,n7000,7,0.18516162,,kmeans
96,SIDM00890,n7000,8,0.16097146,,kmeans
97,SIDM00890,n7000,9,0.16184714,,kmeans
98,SIDM00890,n7000,10,0.15593825,,kmeans
99,SIDM00890,n7500,2,0.28267714,,kmeans
100,SIDM00890,n7500,3,0.2648633,,kmeans
101,SIDM00890,n7500,4,0.2449735,,kmeans
102,SIDM00890,n7500,5,0.22242089,,kmeans
103,SIDM00890,n7500,6,0.16655363,,kmeans
104,SIDM00890,n7500,7,0.17402574,,kmeans
105,SIDM00890,n7500,8,0.20465018,,kmeans
106,SIDM00890,n7500,9,0.14269753,,kmeans
107,SIDM00890,n7500,10,0.1374956,,kmeans
108,SIDM00890,n8000,2,0.28025335,,kmeans
109,SIDM00890,n8000,3,0.26400685,,kmeans
110,SIDM00890,n8000,4,0.22800618,,kmeans
111,SIDM00890,n8000,5,0.21634537,,kmeans
112,SIDM00890,n8000,6,0.17366967,,kmeans
113,SIDM00890,n8000,7,0.17893173,,kmeans
114,SIDM00890,n8000,8,0.1718686,,kmeans
115,SIDM00890,n8000,9,0.14622393,,kmeans
116,SIDM00890,n8000,10,0.18535313,,kmeans
117,SIDM00965,n2000,2,0.19606553,,kmeans
118,SIDM00965,n2000,3,0.089792214,,kmeans
119,SIDM00965,n2000,4,0.11988785,,kmeans
120,SIDM00965,n2000,5,0.06364162,,kmeans
121,SIDM00965,n2000,6,-0.016425878,,kmeans
122,SIDM00965,n2000,7,-0.0040723663,,kmeans
123,SIDM00965,n2000,8,0.17380439,,kmeans
124,SIDM00965,n2000,9,0.14894196,,kmeans
125,SIDM00965,n2000,10,0.14284803,,kmeans
126,SIDM00965,n2500,2,0.18330099,,kmeans
127,SIDM00965,n2500,3,0.0802284,,kmeans
128,SIDM00965,n2500,4,0.063496925,,kmeans
129,SIDM00965,n2500,5,0.04949067,,kmeans
130,SIDM00965,n2500,6,0.060436103,,kmeans
131,SIDM00965,n2500,7,0.15068682,,kmeans
132,SIDM00965,n2500,8,0.11999104,,kmeans
133,SIDM00965,n2500,9,0.11544855,,kmeans
134,SIDM00965,n2500,10,0.13870826,,kmeans
135,SIDM00965,n3000,2,0.18138489,,kmeans
136,SIDM00965,n3000,3,0.032601107,,kmeans
137,SIDM00965,n3000,4,0.101793386,,kmeans
138,SIDM00965,n3000,5,0.029268024,,kmeans
139,SIDM00965,n3000,6,0.011242394,,kmeans
140,SIDM00965,n3000,7,-0.017450903,,kmeans
141,SIDM00965,n3000,8,-0.021527642,,kmeans
142,SIDM00965,n3000,9,0.15825516,,kmeans
143,SIDM00965,n3000,10,0.15500641,,kmeans
144,SIDM00965,n3500,2,0.10259168,,kmeans
145,SIDM00965,n3500,3,0.076718986,,kmeans
146,SIDM00965,n3500,4,0.087969385,,kmeans
147,SIDM00965,n3500,5,0.049139176,,kmeans
148,SIDM00965,n3500,6,-0.03995577,,kmeans
149,SIDM00965,n3500,7,-0.035433862,,kmeans
150,SIDM00965,n3500,8,0.16337994,,kmeans
151,SIDM00965,n3500,9,-0.021867406,,kmeans
152,SIDM00965,n3500,10,0.07172949,,kmeans
153,SIDM00965,n4000,2,0.098849766,,kmeans
154,SIDM00965,n4000,3,0.11100125,,kmeans
155,SIDM00965,n4000,4,0.22845937,,kmeans
156,SIDM00965,n4000,5,0.041016366,,kmeans
157,SIDM00965,n4000,6,0.03301942,,kmeans
158,SIDM00965,n4000,7,0.13625409,,kmeans
159,SIDM00965,n4000,8,0.1576851,,kmeans
160,SIDM00965,n4000,9,0.11512746,,kmeans
161,SIDM00965,n4000,10,0.050622992,,kmeans
162,SIDM00965,n4500,2,0.09578954,,kmeans
163,SIDM00965,n4500,3,0.052128453,,kmeans
164,SIDM00965,n4500,4,0.08761643,,kmeans
165,SIDM00965,n4500,5,0.19982752,,kmeans
166,SIDM00965,n4500,6,-0.007591624,,kmeans
167,SIDM00965,n4500,7,-0.010529388,,kmeans
168,SIDM00965,n4500,8,0.16144855,,kmeans
169,SIDM00965,n4500,9,0.155467,,kmeans
170,SIDM00965,n4500,10,0.09523519,,kmeans
171,SIDM00965,n5000,2,0.0871225,,kmeans
172,SIDM00965,n5000,3,0.044557698,,kmeans
173,SIDM00965,n5000,4,0.21983114,,kmeans
174,SIDM00965,n5000,5,0.017084189,,kmeans
175,SIDM00965,n5000,6,0.019613547,,kmeans
176,SIDM00965,n5000,7,0.12818936,,kmeans
177,SIDM00965,n5000,8,0.08541387,,kmeans
178,SIDM00965,n5000,9,0.1381944,,kmeans
179,SIDM00965,n5000,10,0.12597959,,kmeans
180,SIDM00965,n5500,2,0.15003523,,kmeans
181,SIDM00965,n5500,3,0.08759975,,kmeans
182,SIDM00965,n5500,4,0.18856423,,kmeans
183,SIDM00965,n5500,5,-0.028092366,,kmeans
184,SIDM00965,n5500,6,-0.047481187,,kmeans
185,SIDM00965,n5500,7,-0.021631159,,kmeans
186,SIDM00965,n5500,8,0.09996887,,kmeans
187,SIDM00965,n5500,9,0.1347931,,kmeans
188,SIDM00965,n5500,10,0.0769882,,kmeans
189,SIDM00965,n6000,2,0.080117196,,kmeans
190,SIDM00965,n6000,3,0.09052287,,kmeans
191,SIDM00965,n6000,4,0.19477606,,kmeans
192,SIDM00965,n6000,5,-0.03622469,,kmeans
193,SIDM00965,n6000,6,-0.053260658,,kmeans
194,SIDM00965,n6000,7,0.12677763,,kmeans
195,SIDM00965,n6000,8,0.16007969,,kmeans
196,SIDM00965,n6000,9,0.10777406,,kmeans
197,SIDM00965,n6000,10,0.10286989,,kmeans
198,SIDM00965,n6500,2,0.13891882,,kmeans
199,SIDM00965,n6500,3,0.031148674,,kmeans
200,SIDM00965,n6500,4,0.055029497,,kmeans
201,SIDM00965,n6500,5,-0.058553763,,kmeans
202,SIDM00965,n6500,6,-0.015877675,,kmeans
203,SIDM00965,n6500,7,-0.026613254,,kmeans
204,SIDM00965,n6500,8,0.156999,,kmeans
205,SIDM00965,n6500,9,0.08956156,,kmeans
206,SIDM00965,n6500,10,0.07887243,,kmeans
207,SIDM00965,n7000,2,0.0735348,,kmeans
208,SIDM00965,n7000,3,0.06971672,,kmeans
209,SIDM00965,n7000,4,-0.02557452,,kmeans
210,SIDM00965,n7000,5,-0.04500823,,kmeans
211,SIDM00965,n7000,6,0.11503686,,kmeans
212,SIDM00965,n7000,7,0.12195708,,kmeans
213,SIDM00965,n7000,8,0.09457049,,kmeans
214,SIDM00965,n7000,9,0.08921711,,kmeans
215,SIDM00965,n7000,10,0.09909045,,kmeans
216,SIDM00965,n7500,2,0.13164586,,kmeans
217,SIDM00965,n7500,3,0.032116298,,kmeans
218,SIDM00965,n7500,4,-0.025156884,,kmeans
219,SIDM00965,n7500,5,0.19516921,,kmeans
220,SIDM00965,n7500,6,-0.022825355,,kmeans
221,SIDM00965,n7500,7,-0.033381596,,kmeans
222,SIDM00965,n7500,8,0.09066331,,kmeans
223,SIDM00965,n7500,9,0.102162175,,kmeans
224,SIDM00965,n7500,10,-0.07135073,,kmeans
225,SIDM00965,n8000,2,0.13038793,,kmeans
226,SIDM00965,n8000,3,0.031158004,,kmeans
227,SIDM00965,n8000,4,-0.02029562,,kmeans
228,SIDM00965,n8000,5,-0.043633513,,kmeans
229,SIDM00965,n8000,6,0.15933347,,kmeans
230,SIDM00965,n8000,7,0.14603005,,kmeans
231,SIDM00965,n8000,8,0.10565238,,kmeans
232,SIDM00965,n8000,9,0.10792861,,kmeans
233,SIDM00965,n8000,10,0.09501986,,kmeans
234,SIDM00333,n2000,2,0.031901654,,kmeans
235,SIDM00333,n2000,3,-0.04087297,,kmeans
236,SIDM00333,n2000,4,0.048939895,,kmeans
237,SIDM00333,n2000,5,-0.09995725,,kmeans
238,SIDM00333,n2000,6,-0.12571065,,kmeans
239,SIDM00333,n2000,7,0.047854435,,kmeans
240,SIDM00333,n2000,8,-0.13943107,,kmeans
241,SIDM00333,n2000,9,-0.07048748,,kmeans
242,SIDM00333,n2000,10,-0.059247386,,kmeans
243,SIDM00333,n2500,2,0.02562187,,kmeans
244,SIDM00333,n2500,3,0.14270543,,kmeans
245,SIDM00333,n2500,4,-0.050655734,,kmeans
246,SIDM00333,n2500,5,0.03309594,,kmeans
247,SIDM00333,n2500,6,0.020513048,,kmeans
248,SIDM00333,n2500,7,0.009431277,,kmeans
249,SIDM00333,n2500,8,-0.02812172,,kmeans
250,SIDM00333,n2500,9,-0.058739353,,kmeans
251,SIDM00333,n2500,10,-0.05819155,,kmeans
252,SIDM00333,n3000,2,0.1980742,,kmeans
253,SIDM00333,n3000,3,0.13143623,,kmeans
254,SIDM00333,n3000,4,-0.05455457,,kmeans
255,SIDM00333,n3000,5,0.02750962,,kmeans
256,SIDM00333,n3000,6,-0.13793911,,kmeans
257,SIDM00333,n3000,7,-0.03703328,,kmeans
258,SIDM00333,n3000,8,-0.02598768,,kmeans
259,SIDM00333,n3000,9,0.038351394,,kmeans
260,SIDM00333,n3000,10,0.013336622,,kmeans
261,SIDM00333,n3500,2,0.027128816,,kmeans
262,SIDM00333,n3500,3,0.12006304,,kmeans
263,SIDM00333,n3500,4,-0.057078034,,kmeans
264,SIDM00333,n3500,5,0.028666625,,kmeans
265,SIDM00333,n3500,6,-0.025714623,,kmeans
266,SIDM00333,n3500,7,-0.013056915,,kmeans
267,SIDM00333,n3500,8,-0.0060663144,,kmeans
268,SIDM00333,n3500,9,-0.040512864,,kmeans
269,SIDM00333,n3500,10,0.04953323,,kmeans
270,SIDM00333,n4000,2,0.18607622,,kmeans
271,SIDM00333,n4000,3,0.09152192,,kmeans
272,SIDM00333,n4000,4,-0.06404223,,kmeans
273,SIDM00333,n4000,5,-0.10662887,,kmeans
274,SIDM00333,n4000,6,0.030782744,,kmeans
275,SIDM00333,n4000,7,0.071288735,,kmeans
276,SIDM00333,n4000,8,-0.01317472,,kmeans
277,SIDM00333,n4000,9,-0.03704788,,kmeans
278,SIDM00333,n4000,10,-0.08010965,,kmeans
279,SIDM00333,n4500,2,0.20006378,,kmeans
280,SIDM00333,n4500,3,0.13656981,,kmeans
281,SIDM00333,n4500,4,-0.06787691,,kmeans
282,SIDM00333,n4500,5,0.0608502,,kmeans
283,SIDM00333,n4500,6,0.023896784,,kmeans
284,SIDM00333,n4500,7,-0.010617092,,kmeans
285,SIDM00333,n4500,8,-0.017008774,,kmeans
286,SIDM00333,n4500,9,0.012876573,,kmeans
287,SIDM00333,n4500,10,0.008667865,,kmeans
288,SIDM00333,n5000,2,0.22136138,,kmeans
289,SIDM00333,n5000,3,0.08679963,,kmeans
290,SIDM00333,n5000,4,0.1033389,,kmeans
291,SIDM00333,n5000,5,0.048826385,,kmeans
292,SIDM00333,n5000,6,-0.0028110046,,kmeans
293,SIDM00333,n5000,7,-0.1683644,,kmeans
294,SIDM00333,n5000,8,-0.08652828,,kmeans
295,SIDM00333,n5000,9,0.026179856,,kmeans
296,SIDM00333,n5000,10,-0.066419065,,kmeans
297,SIDM00333,n5500,2,0.023782646,,kmeans
298,SIDM00333,n5500,3,0.10361197,,kmeans
299,SIDM00333,n5500,4,-0.06460854,,kmeans
300,SIDM00333,n5500,5,0.025190838,,kmeans
301,SIDM00333,n5500,6,-0.018532634,,kmeans
302,SIDM00333,n5500,7,-0.012978966,,kmeans
303,SIDM00333,n5500,8,-0.015619491,,kmeans
304,SIDM00333,n5500,9,-0.060622722,,kmeans
305,SIDM00333,n5500,10,-0.06941628,,kmeans
306,SIDM00333,n6000,2,0.027684355,,kmeans
307,SIDM00333,n6000,3,0.13947399,,kmeans
308,SIDM00333,n6000,4,0.060626987,,kmeans
309,SIDM00333,n6000,5,0.024655031,,kmeans
310,SIDM00333,n6000,6,-0.022062726,,kmeans
311,SIDM00333,n6000,7,-0.010484171,,kmeans
312,SIDM00333,n6000,8,-0.055847954,,kmeans
313,SIDM00333,n6000,9,0.030900585,,kmeans
314,SIDM00333,n6000,10,0.037448388,,kmeans
315,SIDM00333,n6500,2,0.026352465,,kmeans
316,SIDM00333,n6500,3,0.12666401,,kmeans
317,SIDM00333,n6500,4,0.04060128,,kmeans
318,SIDM00333,n6500,5,0.0015316053,,kmeans
319,SIDM00333,n6500,6,-0.03479221,,kmeans
320,SIDM00333,n6500,7,-0.009731514,,kmeans
321,SIDM00333,n6500,8,-0.05902339,,kmeans
322,SIDM00333,n6500,9,0.019380536,,kmeans
323,SIDM00333,n6500,10,-0.10473568,,kmeans
324,SIDM00333,n7000,2,0.20717676,,kmeans
325,SIDM00333,n7000,3,0.09769562,,kmeans
326,SIDM00333,n7000,4,-0.06681649,,kmeans
327,SIDM00333,n7000,5,0.042102575,,kmeans
328,SIDM00333,n7000,6,0.0056397356,,kmeans
329,SIDM00333,n7000,7,0.05309005,,kmeans
330,SIDM00333,n7000,8,0.08379281,,kmeans
331,SIDM00333,n7000,9,-0.07289981,,kmeans
332,SIDM00333,n7000,10,0.014407269,,kmeans
333,SIDM00333,n7500,2,0.17656268,,kmeans
334,SIDM00333,n7500,3,0.095438756,,kmeans
335,SIDM00333,n7500,4,0.05566339,,kmeans
336,SIDM00333,n7500,5,0.021458587,,kmeans
337,SIDM00333,n7500,6,0.037232116,,kmeans
338,SIDM00333,n7500,7,-0.02176933,,kmeans
339,SIDM00333,n7500,8,-0.02704297,,kmeans
340,SIDM00333,n7500,9,-0.05787662,,kmeans
341,SIDM00333,n7500,10,-0.06944587,,kmeans
342,SIDM00333,n8000,2,0.026505625,,kmeans
343,SIDM00333,n8000,3,0.11598428,,kmeans
344,SIDM00333,n8000,4,0.05144003,,kmeans
345,SIDM00333,n8000,5,-0.079666235,,kmeans
346,SIDM00333,n8000,6,-0.017383361,,kmeans
347,SIDM00333,n8000,7,0.003328943,,kmeans
348,SIDM00333,n8000,8,-0.025690801,,kmeans
349,SIDM00333,n8000,9,-0.062743075,,kmeans
350,SIDM00333,n8000,10,-0.060303032,,kmeans
351,SIDM01101,n2000,2,0.03984705,,kmeans
352,SIDM01101,n2000,3,0.163977,,kmeans
353,SIDM01101,n2000,4,0.13374771,,kmeans
354,SIDM01101,n2000,5,0.21352427,,kmeans
355,SIDM01101,n2000,6,0.13020477,,kmeans
356,SIDM01101,n2000,7,0.18818137,,kmeans
357,SIDM01101,n2000,8,0.112285666,,kmeans
358,SIDM01101,n2000,9,0.11166818,,kmeans
359,SIDM01101,n2000,10,-0.0465081,,kmeans
360,SIDM01101,n2500,2,0.26433402,,kmeans
361,SIDM01101,n2500,3,0.17134565,,kmeans
362,SIDM01101,n2500,4,0.13492146,,kmeans
363,SIDM01101,n2500,5,0.110643946,,kmeans
364,SIDM01101,n2500,6,0.12597878,,kmeans
365,SIDM01101,n2500,7,0.1621324,,kmeans
366,SIDM01101,n2500,8,0.1310594,,kmeans
367,SIDM01101,n2500,9,0.14787097,,kmeans
368,SIDM01101,n2500,10,0.1734651,,kmeans
369,SIDM01101,n3000,2,0.26687208,,kmeans
370,SIDM01101,n3000,3,0.24051072,,kmeans
371,SIDM01101,n3000,4,0.14829858,,kmeans
372,SIDM01101,n3000,5,0.20062815,,kmeans
373,SIDM01101,n3000,6,0.052112028,,kmeans
374,SIDM01101,n3000,7,0.04322963,,kmeans
375,SIDM01101,n3000,8,0.113399796,,kmeans
376,SIDM01101,n3000,9,0.19893545,,kmeans
377,SIDM01101,n3000,10,0.1417974,,kmeans
378,SIDM01101,n3500,2,0.26930803,,kmeans
379,SIDM01101,n3500,3,0.16618274,,kmeans
380,SIDM01101,n3500,4,-0.06588803,,kmeans
381,SIDM01101,n3500,5,0.098892234,,kmeans
382,SIDM01101,n3500,6,0.09005002,,kmeans
383,SIDM01101,n3500,7,0.03191969,,kmeans
384,SIDM01101,n3500,8,0.006415901,,kmeans
385,SIDM01101,n3500,9,0.09947662,,kmeans
386,SIDM01101,n3500,10,0.09110616,,kmeans
387,SIDM01101,n4000,2,0.26585257,,kmeans
388,SIDM01101,n4000,3,0.16333807,,kmeans
389,SIDM01101,n4000,4,0.12268357,,kmeans
390,SIDM01101,n4000,5,0.1639716,,kmeans
391,SIDM01101,n4000,6,0.07175458,,kmeans
392,SIDM01101,n4000,7,0.038984064,,kmeans
393,SIDM01101,n4000,8,0.098021634,,kmeans
394,SIDM01101,n4000,9,0.011469991,,kmeans
395,SIDM01101,n4000,10,0.008792309,,kmeans
396,SIDM01101,n4500,2,0.25969177,,kmeans
397,SIDM01101,n4500,3,0.1589693,,kmeans
398,SIDM01101,n4500,4,0.12867229,,kmeans
399,SIDM01101,n4500,5,0.09109871,,kmeans
400,SIDM01101,n4500,6,0.1647043,,kmeans
401,SIDM01101,n4500,7,0.09178845,,kmeans
402,SIDM01101,n4500,8,0.1341628,,kmeans
403,SIDM01101,n4500,9,0.09016585,,kmeans
404,SIDM01101,n4500,10,0.07537718,,kmeans
405,SIDM01101,n5000,2,0.25205413,,kmeans
406,SIDM01101,n5000,3,0.15941088,,kmeans
407,SIDM01101,n5000,4,0.12702988,,kmeans
408,SIDM01101,n5000,5,0.07990968,,kmeans
409,SIDM01101,n5000,6,-0.033137903,,kmeans
410,SIDM01101,n5000,7,0.048452064,,kmeans
411,SIDM01101,n5000,8,0.026911415,,kmeans
412,SIDM01101,n5000,9,0.09648751,,kmeans
413,SIDM01101,n5000,10,-0.011516476,,kmeans
414,SIDM01101,n5500,2,0.25010988,,kmeans
415,SIDM01101,n5500,3,0.16551425,,kmeans
416,SIDM01101,n5500,4,0.12648018,,kmeans
417,SIDM01101,n5500,5,0.068828925,,kmeans
418,SIDM01101,n5500,6,0.0862207,,kmeans
419,SIDM01101,n5500,7,0.04709656,,kmeans
420,SIDM01101,n5500,8,-0.0104149645,,kmeans
421,SIDM01101,n5500,9,0.09425938,,kmeans
422,SIDM01101,n5500,10,0.06762376,,kmeans
423,SIDM01101,n6000,2,0.23791988,,kmeans
424,SIDM01101,n6000,3,0.16346402,,kmeans
425,SIDM01101,n6000,4,0.12735538,,kmeans
426,SIDM01101,n6000,5,0.08549727,,kmeans
427,SIDM01101,n6000,6,0.16758335,,kmeans
428,SIDM01101,n6000,7,0.035282332,,kmeans
429,SIDM01101,n6000,8,0.048339702,,kmeans
430,SIDM01101,n6000,9,0.13033469,,kmeans
431,SIDM01101,n6000,10,0.047351375,,kmeans
432,SIDM01101,n6500,2,0.24763691,,kmeans
433,SIDM01101,n6500,3,0.13993606,,kmeans
434,SIDM01101,n6500,4,0.121420875,,kmeans
435,SIDM01101,n6500,5,0.08365013,,kmeans
436,SIDM01101,n6500,6,0.17416067,,kmeans
437,SIDM01101,n6500,7,0.10331038,,kmeans
438,SIDM01101,n6500,8,0.12680604,,kmeans
439,SIDM01101,n6500,9,0.107356116,,kmeans
440,SIDM01101,n6500,10,0.060868416,,kmeans
441,SIDM01101,n7000,2,0.025429092,,kmeans
442,SIDM01101,n7000,3,0.1445621,,kmeans
443,SIDM01101,n7000,4,0.112673655,,kmeans
444,SIDM01101,n7000,5,0.085466236,,kmeans
445,SIDM01101,n7000,6,0.16716945,,kmeans
446,SIDM01101,n7000,7,0.07543373,,kmeans
447,SIDM01101,n7000,8,0.1097767,,kmeans
448,SIDM01101,n7000,9,0.10082938,,kmeans
449,SIDM01101,n7000,10,0.039043274,,kmeans
450,SIDM01101,n7500,2,0.244551,,kmeans
451,SIDM01101,n7500,3,0.14573044,,kmeans
452,SIDM01101,n7500,4,0.117414765,,kmeans
453,SIDM01101,n7500,5,-0.11646099,,kmeans
454,SIDM01101,n7500,6,0.13195701,,kmeans
455,SIDM01101,n7500,7,0.098172516,,kmeans
456,SIDM01101,n7500,8,0.006336251,,kmeans
457,SIDM01101,n7500,9,-0.01672384,,kmeans
458,SIDM01101,n7500,10,0.11948226,,kmeans
459,SIDM01101,n8000,2,0.2457889,,kmeans
460,SIDM01101,n8000,3,0.15079339,,kmeans
461,SIDM01101,n8000,4,0.11403138,,kmeans
462,SIDM01101,n8000,5,0.0802061,,kmeans
463,SIDM01101,n8000,6,0.040159777,,kmeans
464,SIDM01101,n8000,7,0.076159455,,kmeans
465,SIDM01101,n8000,8,0.09370315,,kmeans
466,SIDM01101,n8000,9,-0.024586957,,kmeans
467,SIDM01101,n8000,10,0.007903124,,kmeans
468,SIDM00722,n2000,2,0.20075047,,kmeans
469,SIDM00722,n2000,3,0.13930121,,kmeans
470,SIDM00722,n2000,4,0.14222488,,kmeans
471,SIDM00722,n2000,5,0.13181578,,kmeans
472,SIDM00722,n2000,6,0.12799986,,kmeans
473,SIDM00722,n2000,7,0.06543199,,kmeans
474,SIDM00722,n2000,8,0.08450087,,kmeans
475,SIDM00722,n2000,9,0.080239415,,kmeans
476,SIDM00722,n2000,10,0.092936866,,kmeans
477,SIDM00722,n2500,2,0.21166374,,kmeans
478,SIDM00722,n2500,3,0.14202717,,kmeans
479,SIDM00722,n2500,4,0.14672506,,kmeans
480,SIDM00722,n2500,5,0.09476405,,kmeans
481,SIDM00722,n2500,6,0.07796686,,kmeans
482,SIDM00722,n2500,7,0.08051899,,kmeans
483,SIDM00722,n2500,8,0.04362166,,kmeans
484,SIDM00722,n2500,9,0.071405776,,kmeans
485,SIDM00722,n2500,10,0.057295334,,kmeans
486,SIDM00722,n3000,2,0.21299669,,kmeans
487,SIDM00722,n3000,3,0.16187121,,kmeans
488,SIDM00722,n3000,4,0.12574042,,kmeans
489,SIDM00722,n3000,5,0.08445119,,kmeans
490,SIDM00722,n3000,6,0.083791524,,kmeans
491,SIDM00722,n3000,7,0.060094774,,kmeans
492,SIDM00722,n3000,8,0.056495667,,kmeans
493,SIDM00722,n3000,9,0.093597285,,kmeans
494,SIDM00722,n3000,10,0.068384424,,kmeans
495,SIDM00722,n3500,2,0.21999232,,kmeans
496,SIDM00722,n3500,3,0.16094619,,kmeans
497,SIDM00722,n3500,4,0.15179709,,kmeans
498,SIDM00722,n3500,5,0.0799826,,kmeans
499,SIDM00722,n3500,6,0.12505974,,kmeans
500,SIDM00722,n3500,7,0.0707526,,kmeans
501,SIDM00722,n3500,8,0.11660124,,kmeans
502,SIDM00722,n3500,9,0.11562012,,kmeans
503,SIDM00722,n3500,10,0.04688342,,kmeans
504,SIDM00722,n4000,2,0.22842282,,kmeans
505,SIDM00722,n4000,3,0.16494155,,kmeans
506,SIDM00722,n4000,4,0.12096214,,kmeans
507,SIDM00722,n4000,5,0.052232202,,kmeans
508,SIDM00722,n4000,6,0.07595612,,kmeans
509,SIDM00722,n4000,7,0.08701747,,kmeans
510,SIDM00722,n4000,8,0.071788244,,kmeans
511,SIDM00722,n4000,9,0.05335533,,kmeans
512,SIDM00722,n4000,10,0.101085834,,kmeans
513,SIDM00722,n4500,2,0.22894739,,kmeans
