,Tissue,nHVG,cl,SScore,res,cl_method
19673,SIDM00235,n2500,10,-0.07051426,,gmm
19674,SIDM00235,n3000,2,0.16639967,,gmm
19675,SIDM00235,n3000,3,0.05746626,,gmm
19676,SIDM00235,n3000,4,0.018840007,,gmm
19677,SIDM00235,n3000,5,-0.025240958,,gmm
19678,SIDM00235,n3000,6,-0.025284637,,gmm
19679,SIDM00235,n3000,7,-0.050241504,,gmm
19680,SIDM00235,n3000,8,0.10708416,,gmm
19681,SIDM00235,n3000,9,-0.037462983,,gmm
19682,SIDM00235,n3000,10,-0.04730836,,gmm
19683,SIDM00235,n3500,2,0.1657763,,gmm
19684,SIDM00235,n3500,3,0.057905342,,gmm
19685,SIDM00235,n3500,4,0.020603128,,gmm
19686,SIDM00235,n3500,5,0.00812364,,gmm
19687,SIDM00235,n3500,6,-0.0024151232,,gmm
19688,SIDM00235,n3500,7,-0.046480738,,gmm
19689,SIDM00235,n3500,8,-0.07068427,,gmm
19690,SIDM00235,n3500,9,-0.102363065,,gmm
19691,SIDM00235,n3500,10,-0.07222436,,gmm
19692,SIDM00235,n4000,2,0.083887115,,gmm
19693,SIDM00235,n4000,3,-0.019909598,,gmm
19694,SIDM00235,n4000,4,-0.055965636,,gmm
19695,SIDM00235,n4000,5,-0.06293002,,gmm
19696,SIDM00235,n4000,6,-0.08154234,,gmm
19697,SIDM00235,n4000,7,-0.10465033,,gmm
19698,SIDM00235,n4000,8,-0.04988197,,gmm
19699,SIDM00235,n4000,9,-0.0339046,,gmm
19700,SIDM00235,n4000,10,-0.045057345,,gmm
19701,SIDM00235,n4500,2,0.08453814,,gmm
19702,SIDM00235,n4500,3,0.038843703,,gmm
19703,SIDM00235,n4500,4,0.019153884,,gmm
19704,SIDM00235,n4500,5,-0.0243293,,gmm
19705,SIDM00235,n4500,6,-0.041907944,,gmm
19706,SIDM00235,n4500,7,-0.06485752,,gmm
19707,SIDM00235,n4500,8,-0.053793304,,gmm
19708,SIDM00235,n4500,9,-0.06223733,,gmm
19709,SIDM00235,n4500,10,-0.074550696,,gmm
19710,SIDM00235,n5000,2,0.07472111,,gmm
19711,SIDM00235,n5000,3,0.030192902,,gmm
19712,SIDM00235,n5000,4,0.019447519,,gmm
19713,SIDM00235,n5000,5,-0.003783791,,gmm
19714,SIDM00235,n5000,6,-0.023353001,,gmm
19715,SIDM00235,n5000,7,-0.058566235,,gmm
19716,SIDM00235,n5000,8,-0.06344167,,gmm
19717,SIDM00235,n5000,9,-0.077370964,,gmm
19718,SIDM00235,n5000,10,-0.0843227,,gmm
19719,SIDM00235,n5500,2,0.07083428,,gmm
19720,SIDM00235,n5500,3,0.0030470837,,gmm
19721,SIDM00235,n5500,4,0.020321377,,gmm
19722,SIDM00235,n5500,5,-0.006679773,,gmm
19723,SIDM00235,n5500,6,-0.02365914,,gmm
19724,SIDM00235,n5500,7,-0.028953295,,gmm
19725,SIDM00235,n5500,8,-0.053336583,,gmm
19726,SIDM00235,n5500,9,-0.0589183,,gmm
19727,SIDM00235,n5500,10,-0.073302984,,gmm
19728,SIDM00235,n6000,2,0.066264674,,gmm
19729,SIDM00235,n6000,3,-0.030830301,,gmm
19730,SIDM00235,n6000,4,-0.026778344,,gmm
19731,SIDM00235,n6000,5,-0.056656294,,gmm
19732,SIDM00235,n6000,6,-0.08681413,,gmm
19733,SIDM00235,n6000,7,-0.10848495,,gmm
19734,SIDM00235,n6000,8,-0.049741372,,gmm
19735,SIDM00235,n6000,9,-0.06071561,,gmm
19736,SIDM00235,n6000,10,-0.057113383,,gmm
19737,SIDM00235,n6500,2,0.06652583,,gmm
19738,SIDM00235,n6500,3,0.0044757714,,gmm
19739,SIDM00235,n6500,4,0.016824404,,gmm
19740,SIDM00235,n6500,5,-0.0057494896,,gmm
19741,SIDM00235,n6500,6,-0.024643622,,gmm
19742,SIDM00235,n6500,7,0.047390994,,gmm
19743,SIDM00235,n6500,8,0.14431003,,gmm
19744,SIDM00235,n6500,9,0.12959956,,gmm
19745,SIDM00235,n6500,10,0.144486,,gmm
19746,SIDM00235,n7000,2,0.063633464,,gmm
19747,SIDM00235,n7000,3,0.04852027,,gmm
19748,SIDM00235,n7000,4,0.008899092,,gmm
19749,SIDM00235,n7000,5,-0.016211646,,gmm
19750,SIDM00235,n7000,6,-0.0478174,,gmm
19751,SIDM00235,n7000,7,-0.030817315,,gmm
19752,SIDM00235,n7000,8,-0.048667874,,gmm
19753,SIDM00235,n7000,9,-0.062351055,,gmm
19754,SIDM00235,n7000,10,-0.062424317,,gmm
19755,SIDM00235,n7500,2,0.054290585,,gmm
19756,SIDM00235,n7500,3,0.03231513,,gmm
19757,SIDM00235,n7500,4,-0.01641115,,gmm
19758,SIDM00235,n7500,5,-0.042077474,,gmm
19759,SIDM00235,n7500,6,-0.053358722,,gmm
19760,SIDM00235,n7500,7,-0.063862376,,gmm
19761,SIDM00235,n7500,8,-0.10858109,,gmm
19762,SIDM00235,n7500,9,-0.12381946,,gmm
19763,SIDM00235,n7500,10,-0.1098417,,gmm
19764,SIDM00235,n8000,2,0.04274461,,gmm
19765,SIDM00235,n8000,3,0.025605923,,gmm
19766,SIDM00235,n8000,4,-0.021679265,,gmm
19767,SIDM00235,n8000,5,-0.04570093,,gmm
19768,SIDM00235,n8000,6,-0.062089097,,gmm
19769,SIDM00235,n8000,7,-0.06941513,,gmm
19770,SIDM00235,n8000,8,-0.114824064,,gmm
19771,SIDM00235,n8000,9,-0.12530087,,gmm
19772,SIDM00235,n8000,10,-0.10954278,,gmm
19773,SIDM00726,n2000,2,0.15242732,,gmm
19774,SIDM00726,n2000,3,0.067845166,,gmm
19775,SIDM00726,n2000,4,0.08542318,,gmm
19776,SIDM00726,n2000,5,0.03647585,,gmm
19777,SIDM00726,n2000,6,0.005181931,,gmm
19778,SIDM00726,n2000,7,0.026456801,,gmm
19779,SIDM00726,n2000,8,-0.0070005986,,gmm
19780,SIDM00726,n2000,9,-0.011821288,,gmm
19781,SIDM00726,n2000,10,-0.00014342823,,gmm
19782,SIDM00726,n2500,2,0.07979127,,gmm
19783,SIDM00726,n2500,3,0.02356426,,gmm
19784,SIDM00726,n2500,4,0.059749402,,gmm
19785,SIDM00726,n2500,5,0.019599807,,gmm
19786,SIDM00726,n2500,6,-0.058338,,gmm
19787,SIDM00726,n2500,7,-0.069106825,,gmm
19788,SIDM00726,n2500,8,0.038397025,,gmm
19789,SIDM00726,n2500,9,0.02955738,,gmm
19790,SIDM00726,n2500,10,0.03733865,,gmm
19791,SIDM00726,n3000,2,0.08528145,,gmm
19792,SIDM00726,n3000,3,0.027737508,,gmm
19793,SIDM00726,n3000,4,0.021823704,,gmm
19794,SIDM00726,n3000,5,-0.024477826,,gmm
19795,SIDM00726,n3000,6,0.08896263,,gmm
19796,SIDM00726,n3000,7,-0.02524323,,gmm
19797,SIDM00726,n3000,8,0.04774433,,gmm
19798,SIDM00726,n3000,9,0.10022494,,gmm
19799,SIDM00726,n3000,10,0.09121847,,gmm
19800,SIDM00726,n3500,2,0.07364582,,gmm
19801,SIDM00726,n3500,3,0.03846303,,gmm
19802,SIDM00726,n3500,4,-0.021420874,,gmm
19803,SIDM00726,n3500,5,0.0008725159,,gmm
19804,SIDM00726,n3500,6,-0.098252274,,gmm
19805,SIDM00726,n3500,7,-0.106885314,,gmm
19806,SIDM00726,n3500,8,-0.034715805,,gmm
19807,SIDM00726,n3500,9,-0.0443233,,gmm
19808,SIDM00726,n3500,10,-0.046383217,,gmm
19809,SIDM00726,n4000,2,0.06987945,,gmm
19810,SIDM00726,n4000,3,0.032811016,,gmm
19811,SIDM00726,n4000,4,-0.023092076,,gmm
19812,SIDM00726,n4000,5,-0.06283022,,gmm
19813,SIDM00726,n4000,6,-0.12668379,,gmm
19814,SIDM00726,n4000,7,-0.14093174,,gmm
19815,SIDM00726,n4000,8,0.14465028,,gmm
19816,SIDM00726,n4000,9,0.10978011,,gmm
19817,SIDM00726,n4000,10,0.14084423,,gmm
19818,SIDM00726,n4500,2,0.06901584,,gmm
19819,SIDM00726,n4500,3,0.03325569,,gmm
19820,SIDM00726,n4500,4,-0.027458444,,gmm
19821,SIDM00726,n4500,5,-0.0618548,,gmm
19822,SIDM00726,n4500,6,-0.11738854,,gmm
19823,SIDM00726,n4500,7,-0.12460972,,gmm
19824,SIDM00726,n4500,8,-0.06581545,,gmm
19825,SIDM00726,n4500,9,-0.08049486,,gmm
19826,SIDM00726,n4500,10,-0.07087134,,gmm
19827,SIDM00726,n5000,2,0.0663085,,gmm
19828,SIDM00726,n5000,3,0.028808463,,gmm
19829,SIDM00726,n5000,4,-0.029510556,,gmm
19830,SIDM00726,n5000,5,-0.059329856,,gmm
19831,SIDM00726,n5000,6,-0.08366657,,gmm
19832,SIDM00726,n5000,7,-0.08472592,,gmm
19833,SIDM00726,n5000,8,-0.13831444,,gmm
19834,SIDM00726,n5000,9,-0.13312124,,gmm
19835,SIDM00726,n5000,10,-0.14665495,,gmm
19836,SIDM00726,n5500,2,0.0646229,,gmm
19837,SIDM00726,n5500,3,0.025076447,,gmm
19838,SIDM00726,n5500,4,-0.032871358,,gmm
19839,SIDM00726,n5500,5,-0.06401195,,gmm
19840,SIDM00726,n5500,6,-0.08274352,,gmm
19841,SIDM00726,n5500,7,0.038810097,,gmm
19842,SIDM00726,n5500,8,-0.051810887,,gmm
19843,SIDM00726,n5500,9,-0.13153619,,gmm
19844,SIDM00726,n5500,10,-0.13350768,,gmm
19845,SIDM00726,n6000,2,0.063265376,,gmm
19846,SIDM00726,n6000,3,0.022704283,,gmm
19847,SIDM00726,n6000,4,0.03515991,,gmm
19848,SIDM00726,n6000,5,0.020987052,,gmm
19849,SIDM00726,n6000,6,-0.041004512,,gmm
19850,SIDM00726,n6000,7,-0.06374942,,gmm
19851,SIDM00726,n6000,8,0.015032945,,gmm
19852,SIDM00726,n6000,9,-0.12488138,,gmm
19853,SIDM00726,n6000,10,-0.07746694,,gmm
19854,SIDM00726,n6500,2,0.059493188,,gmm
19855,SIDM00726,n6500,3,0.017661164,,gmm
19856,SIDM00726,n6500,4,0.01952143,,gmm
19857,SIDM00726,n6500,5,0.020841027,,gmm
19858,SIDM00726,n6500,6,-0.029675204,,gmm
19859,SIDM00726,n6500,7,-0.04799207,,gmm
19860,SIDM00726,n6500,8,-0.04549526,,gmm
19861,SIDM00726,n6500,9,-0.042979255,,gmm
19862,SIDM00726,n6500,10,-0.046647865,,gmm
19863,SIDM00726,n7000,2,0.056839652,,gmm
19864,SIDM00726,n7000,3,0.0915661,,gmm
19865,SIDM00726,n7000,4,0.0695012,,gmm
19866,SIDM00726,n7000,5,0.032536156,,gmm
19867,SIDM00726,n7000,6,-0.03850083,,gmm
19868,SIDM00726,n7000,7,-0.0624109,,gmm
19869,SIDM00726,n7000,8,0.07132798,,gmm
19870,SIDM00726,n7000,9,0.03407366,,gmm
19871,SIDM00726,n7000,10,0.0316817,,gmm
19872,SIDM00726,n7500,2,0.053983904,,gmm
19873,SIDM00726,n7500,3,0.027769709,,gmm
19874,SIDM00726,n7500,4,0.00393902,,gmm
19875,SIDM00726,n7500,5,0.028421324,,gmm
19876,SIDM00726,n7500,6,-0.032477316,,gmm
19877,SIDM00726,n7500,7,-0.006423582,,gmm
19878,SIDM00726,n7500,8,-0.064161204,,gmm
19879,SIDM00726,n7500,9,0.09324191,,gmm
19880,SIDM00726,n7500,10,0.10516322,,gmm
19881,SIDM00726,n8000,2,0.051456854,,gmm
19882,SIDM00726,n8000,3,0.011630382,,gmm
19883,SIDM00726,n8000,4,-0.010329751,,gmm
19884,SIDM00726,n8000,5,-0.046498097,,gmm
19885,SIDM00726,n8000,6,-0.08131733,,gmm
19886,SIDM00726,n8000,7,-0.07750805,,gmm
19887,SIDM00726,n8000,8,0.10481745,,gmm
19888,SIDM00726,n8000,9,0.09535505,,gmm
19889,SIDM00726,n8000,10,0.084562175,,gmm
19890,SIDM00956,n2000,2,0.03795436,,gmm
19891,SIDM00956,n2000,3,-0.056568664,,gmm
19892,SIDM00956,n2000,4,-0.079950884,,gmm
19893,SIDM00956,n2000,5,-0.1040099,,gmm
19894,SIDM00956,n2000,6,-0.116398215,,gmm
19895,SIDM00956,n2000,7,-0.123892926,,gmm
19896,SIDM00956,n2000,8,-0.082737334,,gmm
19897,SIDM00956,n2000,9,-0.1030013,,gmm
19898,SIDM00956,n2000,10,-0.11019213,,gmm
19899,SIDM00956,n2500,2,0.0385403,,gmm
19900,SIDM00956,n2500,3,-0.06139319,,gmm
19901,SIDM00956,n2500,4,-0.089197576,,gmm
19902,SIDM00956,n2500,5,-0.09463646,,gmm
19903,SIDM00956,n2500,6,-0.10714244,,gmm
19904,SIDM00956,n2500,7,-0.12210904,,gmm
19905,SIDM00956,n2500,8,-0.10552897,,gmm
19906,SIDM00956,n2500,9,-0.08110654,,gmm
19907,SIDM00956,n2500,10,-0.09855295,,gmm
19908,SIDM00956,n3000,2,0.038321327,,gmm
19909,SIDM00956,n3000,3,-0.073559456,,gmm
19910,SIDM00956,n3000,4,-0.09521492,,gmm
19911,SIDM00956,n3000,5,-0.11733671,,gmm
19912,SIDM00956,n3000,6,-0.13763489,,gmm
19913,SIDM00956,n3000,7,-0.16500498,,gmm
19914,SIDM00956,n3000,8,-0.1123732,,gmm
19915,SIDM00956,n3000,9,-0.15493225,,gmm
19916,SIDM00956,n3000,10,-0.16291387,,gmm
19917,SIDM00956,n3500,2,0.038095225,,gmm
19918,SIDM00956,n3500,3,-0.07184417,,gmm
19919,SIDM00956,n3500,4,-0.10071064,,gmm
19920,SIDM00956,n3500,5,-0.115167126,,gmm
19921,SIDM00956,n3500,6,-0.124931015,,gmm
19922,SIDM00956,n3500,7,-0.1310773,,gmm
19923,SIDM00956,n3500,8,-0.13337927,,gmm
19924,SIDM00956,n3500,9,-0.14816096,,gmm
19925,SIDM00956,n3500,10,-0.15257928,,gmm
19926,SIDM00956,n4000,2,0.037662245,,gmm
19927,SIDM00956,n4000,3,-0.019329254,,gmm
19928,SIDM00956,n4000,4,-0.044390872,,gmm
19929,SIDM00956,n4000,5,-0.07378777,,gmm
19930,SIDM00956,n4000,6,-0.1287327,,gmm
19931,SIDM00956,n4000,7,-0.14416082,,gmm
19932,SIDM00956,n4000,8,-0.09313972,,gmm
19933,SIDM00956,n4000,9,-0.116434395,,gmm
19934,SIDM00956,n4000,10,-0.12737463,,gmm
19935,SIDM00956,n4500,2,0.03686444,,gmm
19936,SIDM00956,n4500,3,-0.017974257,,gmm
19937,SIDM00956,n4500,4,-0.03872329,,gmm
19938,SIDM00956,n4500,5,-0.070003875,,gmm
19939,SIDM00956,n4500,6,-0.09083075,,gmm
19940,SIDM00956,n4500,7,-0.10658938,,gmm
19941,SIDM00956,n4500,8,-0.14037094,,gmm
19942,SIDM00956,n4500,9,-0.15469392,,gmm
19943,SIDM00956,n4500,10,-0.16026425,,gmm
19944,SIDM00956,n5000,2,0.035925917,,gmm
19945,SIDM00956,n5000,3,-0.020161975,,gmm
19946,SIDM00956,n5000,4,-0.045986805,,gmm
19947,SIDM00956,n5000,5,-0.075198136,,gmm
19948,SIDM00956,n5000,6,-0.12416696,,gmm
19949,SIDM00956,n5000,7,-0.13353388,,gmm
19950,SIDM00956,n5000,8,-0.122972965,,gmm
19951,SIDM00956,n5000,9,-0.13853806,,gmm
19952,SIDM00956,n5000,10,-0.14576636,,gmm
19953,SIDM00956,n5500,2,0.03580182,,gmm
19954,SIDM00956,n5500,3,-0.077132076,,gmm
19955,SIDM00956,n5500,4,-0.11874499,,gmm
19956,SIDM00956,n5500,5,-0.13125643,,gmm
19957,SIDM00956,n5500,6,-0.14840256,,gmm
19958,SIDM00956,n5500,7,-0.15464163,,gmm
19959,SIDM00956,n5500,8,-0.12610348,,gmm
19960,SIDM00956,n5500,9,-0.121403836,,gmm
19961,SIDM00956,n5500,10,-0.13253544,,gmm
19962,SIDM00956,n6000,2,0.034640662,,gmm
19963,SIDM00956,n6000,3,-0.020752864,,gmm
19964,SIDM00956,n6000,4,-0.044791944,,gmm
19965,SIDM00956,n6000,5,-0.07469127,,gmm
19966,SIDM00956,n6000,6,-0.123980075,,gmm
19967,SIDM00956,n6000,7,-0.1325394,,gmm
19968,SIDM00956,n6000,8,-0.12152745,,gmm
19969,SIDM00956,n6000,9,-0.14847629,,gmm
19970,SIDM00956,n6000,10,-0.15511154,,gmm
19971,SIDM00956,n6500,2,0.034196943,,gmm
19972,SIDM00956,n6500,3,-0.021981627,,gmm
19973,SIDM00956,n6500,4,-0.049952067,,gmm
19974,SIDM00956,n6500,5,-0.06959624,,gmm
19975,SIDM00956,n6500,6,-0.08531068,,gmm
19976,SIDM00956,n6500,7,-0.094481535,,gmm
19977,SIDM00956,n6500,8,-0.1406802,,gmm
19978,SIDM00956,n6500,9,-0.13997239,,gmm
19979,SIDM00956,n6500,10,-0.14652003,,gmm
19980,SIDM00956,n7000,2,0.034485932,,gmm
19981,SIDM00956,n7000,3,-0.02079516,,gmm
19982,SIDM00956,n7000,4,-0.061254267,,gmm
19983,SIDM00956,n7000,5,-0.09551027,,gmm
19984,SIDM00956,n7000,6,-0.1381027,,gmm
19985,SIDM00956,n7000,7,-0.14448254,,gmm
19986,SIDM00956,n7000,8,-0.107423544,,gmm
19987,SIDM00956,n7000,9,-0.11601166,,gmm
19988,SIDM00956,n7000,10,-0.1311997,,gmm
19989,SIDM00956,n7500,2,0.034078263,,gmm
19990,SIDM00956,n7500,3,-0.09248503,,gmm
19991,SIDM00956,n7500,4,-0.11368384,,gmm
19992,SIDM00956,n7500,5,-0.1311242,,gmm
19993,SIDM00956,n7500,6,-0.1342663,,gmm
19994,SIDM00956,n7500,7,-0.14329973,,gmm
19995,SIDM00956,n7500,8,-0.123898484,,gmm
19996,SIDM00956,n7500,9,-0.14033413,,gmm
19997,SIDM00956,n7500,10,-0.1566624,,gmm
19998,SIDM00956,n8000,2,0.03374541,,gmm
19999,SIDM00956,n8000,3,-0.01839182,,gmm
20000,SIDM00956,n8000,4,-0.045635782,,gmm
20001,SIDM00956,n8000,5,-0.07653581,,gmm
20002,SIDM00956,n8000,6,-0.117488705,,gmm
20003,SIDM00956,n8000,7,-0.12731892,,gmm
20004,SIDM00956,n8000,8,-0.14302254,,gmm
20005,SIDM00956,n8000,9,-0.17407529,,gmm
20006,SIDM00956,n8000,10,-0.17617643,,gmm
20007,SIDM00082,n2000,2,0.31881356,,gmm
20008,SIDM00082,n2000,3,0.20572105,,gmm
20009,SIDM00082,n2000,4,-0.12990975,,gmm
20010,SIDM00082,n2000,5,-0.15046793,,gmm
20011,SIDM00082,n2000,6,0.046802457,,gmm
20012,SIDM00082,n2000,7,0.04317271,,gmm
20013,SIDM00082,n2000,8,0.045225438,,gmm
20014,SIDM00082,n2000,9,0.036953866,,gmm
20015,SIDM00082,n2000,10,0.04220782,,gmm
20016,SIDM00082,n2500,2,0.30925065,,gmm
20017,SIDM00082,n2500,3,0.1907735,,gmm
20018,SIDM00082,n2500,4,0.1282746,,gmm
20019,SIDM00082,n2500,5,0.14205508,,gmm
20020,SIDM00082,n2500,6,0.065995246,,gmm
20021,SIDM00082,n2500,7,0.05362397,,gmm
20022,SIDM00082,n2500,8,0.12967566,,gmm
20023,SIDM00082,n2500,9,0.10088328,,gmm
20024,SIDM00082,n2500,10,0.08824826,,gmm
20025,SIDM00082,n3000,2,0.30410707,,gmm
20026,SIDM00082,n3000,3,0.13561371,,gmm
20027,SIDM00082,n3000,4,-0.08033192,,gmm
20028,SIDM00082,n3000,5,0.104199804,,gmm
20029,SIDM00082,n3000,6,0.07391892,,gmm
20030,SIDM00082,n3000,7,0.06537808,,gmm
20031,SIDM00082,n3000,8,0.058959424,,gmm
20032,SIDM00082,n3000,9,0.04735721,,gmm
20033,SIDM00082,n3000,10,0.027862314,,gmm
20034,SIDM00082,n3500,2,0.30105007,,gmm
20035,SIDM00082,n3500,3,0.1274493,,gmm
20036,SIDM00082,n3500,4,-0.12716575,,gmm
20037,SIDM00082,n3500,5,-0.15307789,,gmm
20038,SIDM00082,n3500,6,-0.17645267,,gmm
20039,SIDM00082,n3500,7,-0.19554502,,gmm
20040,SIDM00082,n3500,8,0.063691415,,gmm
20041,SIDM00082,n3500,9,0.07585062,,gmm
20042,SIDM00082,n3500,10,0.068281315,,gmm
20043,SIDM00082,n4000,2,0.2975286,,gmm
20044,SIDM00082,n4000,3,0.12780856,,gmm
20045,SIDM00082,n4000,4,-0.13953081,,gmm
20046,SIDM00082,n4000,5,-0.15366192,,gmm
20047,SIDM00082,n4000,6,-0.14442444,,gmm
20048,SIDM00082,n4000,7,0.0029727512,,gmm
20049,SIDM00082,n4000,8,0.04000073,,gmm
20050,SIDM00082,n4000,9,0.03542329,,gmm
20051,SIDM00082,n4000,10,0.009161321,,gmm
20052,SIDM00082,n4500,2,0.30960584,,gmm
20053,SIDM00082,n4500,3,0.20838222,,gmm
20054,SIDM00082,n4500,4,0.1180781,,gmm
20055,SIDM00082,n4500,5,0.072644554,,gmm
20056,SIDM00082,n4500,6,0.045164317,,gmm
20057,SIDM00082,n4500,7,0.022578165,,gmm
20058,SIDM00082,n4500,8,-0.003413246,,gmm
20059,SIDM00082,n4500,9,-0.019671133,,gmm
20060,SIDM00082,n4500,10,-0.03408723,,gmm
20061,SIDM00082,n5000,2,0.31267858,,gmm
20062,SIDM00082,n5000,3,0.085710205,,gmm
20063,SIDM00082,n5000,4,0.044238687,,gmm
20064,SIDM00082,n5000,5,0.025193734,,gmm
20065,SIDM00082,n5000,6,-0.0059456835,,gmm
20066,SIDM00082,n5000,7,-0.017861942,,gmm
20067,SIDM00082,n5000,8,0.012871154,,gmm
20068,SIDM00082,n5000,9,-0.00063785235,,gmm
20069,SIDM00082,n5000,10,-0.015454067,,gmm
20070,SIDM00082,n5500,2,0.30045295,,gmm
20071,SIDM00082,n5500,3,0.19238664,,gmm
20072,SIDM00082,n5500,4,0.10478997,,gmm
20073,SIDM00082,n5500,5,0.063681155,,gmm
20074,SIDM00082,n5500,6,0.029971316,,gmm
20075,SIDM00082,n5500,7,0.0068831462,,gmm
20076,SIDM00082,n5500,8,0.043239344,,gmm
20077,SIDM00082,n5500,9,0.0255124,,gmm
20078,SIDM00082,n5500,10,0.007996713,,gmm
20079,SIDM00082,n6000,2,0.08115099,,gmm
20080,SIDM00082,n6000,3,0.20967303,,gmm
20081,SIDM00082,n6000,4,0.11413224,,gmm
20082,SIDM00082,n6000,5,0.102471426,,gmm
20083,SIDM00082,n6000,6,0.06910527,,gmm
20084,SIDM00082,n6000,7,0.056269925,,gmm
20085,SIDM00082,n6000,8,-0.002212731,,gmm
20086,SIDM00082,n6000,9,0.017339567,,gmm
20087,SIDM00082,n6000,10,0.01690489,,gmm
20088,SIDM00082,n6500,2,0.08907026,,gmm
20089,SIDM00082,n6500,3,0.06803522,,gmm
20090,SIDM00082,n6500,4,0.009266327,,gmm
20091,SIDM00082,n6500,5,-0.015367479,,gmm
20092,SIDM00082,n6500,6,-0.01720905,,gmm
20093,SIDM00082,n6500,7,-0.030785276,,gmm
20094,SIDM00082,n6500,8,0.005150604,,gmm
20095,SIDM00082,n6500,9,-0.017239988,,gmm
20096,SIDM00082,n6500,10,0.0018242395,,gmm
20097,SIDM00082,n7000,2,0.27789864,,gmm
20098,SIDM00082,n7000,3,-0.022555608,,gmm
20099,SIDM00082,n7000,4,-0.06438873,,gmm
20100,SIDM00082,n7000,5,-0.0852964,,gmm
20101,SIDM00082,n7000,6,-0.11323927,,gmm
20102,SIDM00082,n7000,7,-0.12216682,,gmm
20103,SIDM00082,n7000,8,0.039071478,,gmm
20104,SIDM00082,n7000,9,-0.011630269,,gmm
20105,SIDM00082,n7000,10,-0.027565138,,gmm
20106,SIDM00082,n7500,2,0.27857915,,gmm
20107,SIDM00082,n7500,3,-0.025200533,,gmm
20108,SIDM00082,n7500,4,-0.06583325,,gmm
20109,SIDM00082,n7500,5,-0.09192312,,gmm
20110,SIDM00082,n7500,6,-0.12580985,,gmm
20111,SIDM00082,n7500,7,-0.13528241,,gmm
20112,SIDM00082,n7500,8,0.045228165,,gmm
20113,SIDM00082,n7500,9,0.030924601,,gmm
20114,SIDM00082,n7500,10,0.020658333,,gmm
20115,SIDM00082,n8000,2,0.27188098,,gmm
20116,SIDM00082,n8000,3,0.14087087,,gmm
20117,SIDM00082,n8000,4,-0.09170364,,gmm
20118,SIDM00082,n8000,5,-0.10943409,,gmm
20119,SIDM00082,n8000,6,-0.12940483,,gmm
20120,SIDM00082,n8000,7,-0.1386349,,gmm
20121,SIDM00082,n8000,8,-0.118569575,,gmm
20122,SIDM00082,n8000,9,-0.02910821,,gmm
20123,SIDM00082,n8000,10,0.0893046,,gmm
20124,SIDM00078,n2000,2,-0.00034210767,,gmm
20125,SIDM00078,n2000,3,-0.021686764,,gmm
20126,SIDM00078,n2000,4,-0.05249526,,gmm
20127,SIDM00078,n2000,5,-0.112682,,gmm
20128,SIDM00078,n2000,6,-0.106259294,,gmm
20129,SIDM00078,n2000,7,-0.15002242,,gmm
20130,SIDM00078,n2000,8,-0.081910454,,gmm
20131,SIDM00078,n2000,9,-0.09719339,,gmm
20132,SIDM00078,n2000,10,-0.104360655,,gmm
20133,SIDM00078,n2500,2,0.021160277,,gmm
20134,SIDM00078,n2500,3,-0.022112632,,gmm
20135,SIDM00078,n2500,4,-0.056121767,,gmm
20136,SIDM00078,n2500,5,-0.116923735,,gmm
20137,SIDM00078,n2500,6,-0.10739035,,gmm
20138,SIDM00078,n2500,7,-0.14704439,,gmm
20139,SIDM00078,n2500,8,-0.032167055,,gmm
20140,SIDM00078,n2500,9,-0.04959376,,gmm
20141,SIDM00078,n2500,10,-0.038435318,,gmm
20142,SIDM00078,n3000,2,0.01858379,,gmm
20143,SIDM00078,n3000,3,-0.020315947,,gmm
20144,SIDM00078,n3000,4,-0.052351106,,gmm
20145,SIDM00078,n3000,5,-0.10952598,,gmm
20146,SIDM00078,n3000,6,-0.11134393,,gmm
20147,SIDM00078,n3000,7,-0.09830047,,gmm
20148,SIDM00078,n3000,8,-0.10710077,,gmm
20149,SIDM00078,n3000,9,-0.10786991,,gmm
20150,SIDM00078,n3000,10,-0.111447915,,gmm
20151,SIDM00078,n3500,2,0.018151632,,gmm
20152,SIDM00078,n3500,3,-0.033553854,,gmm
20153,SIDM00078,n3500,4,-0.047692116,,gmm
20154,SIDM00078,n3500,5,-0.054647304,,gmm
20155,SIDM00078,n3500,6,0.02370916,,gmm
20156,SIDM00078,n3500,7,0.015929917,,gmm
20157,SIDM00078,n3500,8,0.1020633,,gmm
20158,SIDM00078,n3500,9,0.08545795,,gmm
20159,SIDM00078,n3500,10,0.06985676,,gmm
20160,SIDM00078,n4000,2,0.013129702,,gmm
20161,SIDM00078,n4000,3,-0.019432405,,gmm
20162,SIDM00078,n4000,4,-0.058016624,,gmm
20163,SIDM00078,n4000,5,-0.070261516,,gmm
20164,SIDM00078,n4000,6,-0.091306366,,gmm
20165,SIDM00078,n4000,7,0.0470929,,gmm
20166,SIDM00078,n4000,8,-0.08468152,,gmm
20167,SIDM00078,n4000,9,-0.080819316,,gmm
20168,SIDM00078,n4000,10,0.003141478,,gmm
20169,SIDM00078,n4500,2,0.040567845,,gmm
20170,SIDM00078,n4500,3,-0.010128315,,gmm
20171,SIDM00078,n4500,4,0.0039102267,,gmm
20172,SIDM00078,n4500,5,-0.0130982,,gmm
20173,SIDM00078,n4500,6,0.04236013,,gmm
20174,SIDM00078,n4500,7,0.054363497,,gmm
20175,SIDM00078,n4500,8,-0.08719916,,gmm
20176,SIDM00078,n4500,9,-0.040900167,,gmm
20177,SIDM00078,n4500,10,-0.08456741,,gmm
